"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Mark Whiten","- - -","940","3523","105","465","423","78","10.7 %","20.2 %",".156",".303",".259",".341",".415",".334","102","-1.3","7.6","6.5","13.1","1013886"
"Gary Matthews","- - -","1162","4541","135","601","556","100","11.8 %","13.9 %",".155",".298",".278",".362",".433",".357","119","5.9","104.5","-133.5","13.0","1008255"
"Zack Cozart","- - -","839","3388","87","408","305","21","6.5 %","16.2 %",".151",".273",".247",".300",".399",".303","86","4.3","-48.8","68.7","13.0","2616"
"Will Venable","- - -","967","3146","81","378","307","135","8.1 %","23.8 %",".155",".310",".249",".315",".404",".314","101","29.5","32.3","-4.0","13.0","211"
"Derek Bell","- - -","1210","5068","134","642","668","170","7.4 %","18.8 %",".145",".319",".276",".336",".421",".332","101","11.7","16.3","-48.6","13.0","1000801"
"Mike Devereaux","- - -","1086","4102","105","491","480","86","7.2 %","15.5 %",".147",".278",".254",".308",".401",".316","93","-5.9","-47.3","36.5","13.0","1003242"
"Omar Infante","- - -","1507","5698","82","609","542","80","5.2 %","13.6 %",".116",".301",".271",".308",".387",".304","86","13.7","-83.6","24.5","12.9","1609"
"Gene Tenace","- - -","461","1415","49","158","163","7","20.0 %","17.2 %",".187",".265",".242",".404",".430",".378","142","-3.2","64.4","12.7","12.9","1012911"
"Corey Hart","- - -","1048","4114","162","549","538","85","7.0 %","20.7 %",".207",".308",".271",".329",".478",".348","113","0.7","65.4","-67.1","12.9","1945"
"Ivan Calderon","- - -","924","3672","104","470","444","97","8.3 %","15.1 %",".170",".297",".272",".333",".442",".341","112","-1.1","48.5","-43.8","12.9","1001825"
"J.T. Snow","- - -","1716","6553","189","798","877","20","11.6 %","17.4 %",".159",".302",".268",".357",".427",".344","106","-8.3","39.8","-124.7","12.9","1133"
"Don Baylor","- - -","1312","5400","207","715","805","67","8.6 %","11.6 %",".183",".257",".259",".343",".442",".348","116","-5.6","94.0","-146.3","12.8","1000700"
"John Castino","Twins","666","2578","41","293","249","22","6.9 %","11.6 %",".119",".303",".278",".329",".398",".327","97","-3.0","-11.6","52.7","12.8","1002062"
"Bruce Bochte","- - -","951","3690","72","403","433","21","11.4 %","12.3 %",".125",".312",".287",".367",".411",".349","115","-4.1","63.6","-60.2","12.8","1001106"
"Jamey Carroll","- - -","1276","4225","13","560","265","74","9.7 %","13.8 %",".066",".318",".272",".349",".338",".311","87","13.8","-53.7","41.9","12.8","1591"
"Dave Collins","- - -","1287","4165","20","522","281","307","8.2 %","11.2 %",".081",".312",".279",".343",".359",".320","97","24.3","11.5","-23.3","12.8","1002449"
"David Peralta","Diamondbacks","670","2662","85","329","330","29","7.3 %","19.3 %",".188",".336",".290",".346",".478",".352","116","4.9","57.2","-18.1","12.7","2136"
"Chris Davis","- - -","1401","5575","295","704","779","19","9.9 %","32.9 %",".227",".303",".234",".316",".462",".333","106","2.2","40.1","-110.0","12.7","9272"
"Tony Bernazard","- - -","1071","4243","75","523","391","113","10.1 %","14.3 %",".125",".293",".262",".339",".387",".326","100","0.1","0.1","-18.2","12.6","1000889"
"Brian Harper","- - -","1001","3386","63","339","428","8","3.9 %","5.6 %",".123",".295",".295",".329",".419",".331","101","-5.8","-2.7","12.3","12.6","1005376"
"Dee Gordon","- - -","969","4021","18","520","231","330","4.1 %","14.8 %",".076",".335",".288",".320",".363",".299","89","45.5","-8.4","0.8","12.6","8203"
"Martin Maldonado","- - -","717","2343","63","217","220","2","6.9 %","24.2 %",".136",".268",".219",".289",".355",".281","73","-12.2","-88.9","134.7","12.6","6887"
"Damian Miller","- - -","989","3558","87","361","406","5","8.5 %","21.7 %",".149",".318",".262",".329",".411",".321","88","-15.4","-71.5","82.4","12.5","65"
"Dmitri Young","- - -","1364","5253","171","648","683","25","7.7 %","16.6 %",".183",".324",".292",".351",".475",".354","112","-24.7","55.4","-100.9","12.5","505"
"Bob Brenly","- - -","871","3002","91","321","333","45","10.6 %","14.6 %",".155",".264",".247",".330",".403",".325","106","-6.9","16.2","5.8","12.5","1001386"
"Al Oliver","- - -","933","3786","70","435","520","22","6.4 %","7.2 %",".132",".319",".310",".355",".441",".351","121","-4.0","86.7","-92.5","12.5","1009773"
"Dan Gladden","- - -","1197","4962","74","663","446","222","6.8 %","12.6 %",".112",".298",".270",".324",".382",".317","95","6.0","-23.7","-16.8","12.5","1004750"
"Jacque Jones","- - -","1302","4993","165","632","630","82","6.3 %","19.0 %",".172",".316",".277",".326",".448",".333","97","-11.3","-31.0","-13.0","12.5","735"
"Mike Davis","- - -","963","3298","91","419","371","134","7.2 %","16.3 %",".155",".286",".259",".313",".415",".321","102","3.7","15.0","0.5","12.5","1003070"
"Carmelo Martinez","- - -","1003","3356","108","350","424","10","12.0 %","15.7 %",".162",".263",".245",".337",".408",".333","110","-5.5","33.7","-22.3","12.5","1008157"
"Darrin Fletcher","- - -","1245","4271","124","377","583","2","6.0 %","9.3 %",".154",".269",".269",".318",".423",".321","90","-2.4","-52.7","38.8","12.5","1302"
"Jack Wilson","- - -","1370","5339","61","565","426","43","5.1 %","11.6 %",".101",".290",".265",".306",".366",".294","75","9.0","-161.4","112.0","12.5","1017"
"Harold Reynolds","- - -","1374","5398","21","640","353","250","8.9 %","7.7 %",".083",".277",".258",".327",".341",".305","85","-6.6","-106.0","50.3","12.5","1010870"
"Jose Hernandez","- - -","1587","5089","168","623","603","41","7.5 %","27.3 %",".165",".324",".252",".312",".418",".316","86","-13.5","-107.0","67.7","12.4","688"
"Fernando Vina","- - -","1148","4742","40","627","343","116","6.1 %","6.2 %",".097",".294",".282",".348",".379",".326","92","-8.2","-55.2","23.4","12.4","1189"
"Brad Wilkerson","- - -","972","3753","122","500","399","53","13.1 %","25.2 %",".193",".311",".247",".350",".440",".343","105","5.0","27.4","-27.4","12.4","804"
"Bo Diaz","- - -","947","3404","85","315","441","9","5.7 %","12.1 %",".134",".268",".256",".299",".390",".305","87","-5.4","-57.9","66.1","12.4","1003261"
"Quilvio Veras","- - -","767","3293","32","469","239","183","13.0 %","14.0 %",".092",".311",".270",".372",".362",".336","103","-0.4","11.4","9.8","12.3","1013404"
"Matt Stairs","- - -","1895","6024","265","770","899","30","11.9 %","18.6 %",".214",".285",".262",".356",".477",".359","115","-19.3","96.6","-174.7","12.3","1384"
"Whit Merrifield","Royals","546","2404","49","317","241","107","6.4 %","16.6 %",".149",".340",".296",".344",".445",".337","109","17.0","43.0","-3.0","12.3","11281"
"Rajai Davis","- - -","1448","4607","62","637","387","415","5.8 %","18.3 %",".117",".312",".262",".311",".379",".303","86","65.5","-9.8","-27.0","12.2","3708"
"Tony Graffanino","- - -","981","3161","58","442","302","53","8.7 %","15.4 %",".128",".301",".265",".335",".394",".322","90","7.2","-32.4","50.4","12.2","235"
"Warren Cromartie","- - -","752","2899","46","308","283","30","8.8 %","10.2 %",".127",".299",".280",".343",".407",".329","106","-3.4","15.4","8.4","12.2","1002786"
"Charlie Hayes","- - -","1547","5766","144","580","740","47","7.3 %","15.9 %",".136",".291",".262",".316",".398",".316","88","-4.0","-89.8","19.7","12.2","1005525"
"Rich Gedman","- - -","1033","3468","88","331","382","3","6.8 %","14.7 %",".147",".273",".252",".304",".399",".309","87","-1.7","-54.5","57.7","12.1","1004592"
"Darrin Jackson","- - -","960","2816","80","311","317","43","4.7 %","17.0 %",".146",".286",".257",".293",".403",".307","86","1.5","-45.5","73.5","12.1","1006296"
"Russell Branyan","- - -","1059","3398","194","405","467","16","11.9 %","32.9 %",".253",".296",".232",".329",".485",".347","111","1.5","48.6","-42.2","12.1","370"
"Tony Clark","- - -","1559","5120","251","629","824","6","10.3 %","23.6 %",".222",".301",".262",".339",".485",".352","109","-15.4","42.5","-94.0","12.1","182"
"Jon Jay","- - -","1178","4243","36","525","336","55","6.6 %","16.5 %",".091",".339",".285",".350",".375",".321","102","2.3","8.6","-25.8","12.1","5227"
"Jay Payton","- - -","1259","4490","119","561","522","47","5.7 %","11.2 %",".147",".291",".279",".323",".425",".325","92","-6.8","-49.7","20.8","12.0","890"
"Wayne Gross","- - -","832","2743","92","289","309","19","12.9 %","12.7 %",".164",".240",".237",".337",".401",".332","108","-2.6","22.9","3.5","12.0","1005091"
"Al Bumbry","- - -","870","3321","29","452","234","136","8.4 %","10.7 %",".085",".309",".280",".342",".365",".321","100","6.5","4.9","3.0","12.0","1001649"
"Frank Catalanotto","- - -","1265","4292","84","562","457","45","7.7 %","11.5 %",".154",".314",".291",".357",".445",".350","108","-0.2","41.5","-66.1","12.0","1241"
"Tony Batista","- - -","1309","4964","221","625","719","47","5.8 %","15.9 %",".202",".256",".251",".299",".453",".320","89","-12.9","-80.2","33.0","12.0","124"
"Mike Heath","- - -","1292","4487","86","456","461","54","6.1 %","13.5 %",".117",".276",".252",".300",".369",".300","87","-5.9","-75.1","44.1","11.9","1005564"
"Jim Morrison","- - -","1031","3564","109","356","424","49","5.7 %","14.0 %",".161",".278",".263",".307",".424",".323","99","-5.1","-8.4","6.9","11.9","1009212"
"Kevin Pillar","- - -","851","3263","76","385","318","83","4.0 %","15.8 %",".144",".289",".261",".296",".405",".300","86","22.4","-31.4","38.3","11.8","12434"
"Tim Naehring","Red Sox","547","2162","49","254","250","5","10.9 %","14.4 %",".138",".314",".282",".365",".420",".350","104","-2.4","11.4","34.9","11.8","1009433"
"Ketel Marte","- - -","546","2176","54","275","219","38","8.2 %","15.1 %",".166",".313",".282",".342",".448",".337","109","6.0","33.4","14.1","11.8","13613"
"Eddie Milner","- - -","804","2718","42","376","195","145","10.5 %","10.3 %",".122",".271",".253",".333",".376",".320","97","-0.3","-10.2","36.5","11.8","1008964"
"Hal McRae","Royals","990","3805","95","439","566","24","8.1 %","10.4 %",".168",".303",".291",".351",".458",".358","121","-3.6","89.1","-99.1","11.8","1008687"
"Candy Maldonado","- - -","1410","4590","146","498","618","34","8.5 %","18.8 %",".170",".286",".254",".322",".424",".330","107","-7.8","29.3","-64.2","11.8","1008015"
"Aaron Hicks","- - -","654","2486","82","324","276","51","11.9 %","21.1 %",".165",".271",".236",".328",".401",".318","99","14.0","11.7","20.4","11.8","5297"
"Julio Cruz","- - -","949","3574","21","455","247","269","10.8 %","11.6 %",".067",".265",".237",".321",".304",".292","75","29.3","-75.4","74.8","11.7","1002842"
"Gene Richards","- - -","726","2738","17","333","178","154","8.5 %","10.1 %",".087",".315",".286",".349",".373",".327","109","7.3","35.9","-13.3","11.7","1010907"
"Alcides Escobar","- - -","1437","5702","41","605","442","174","4.1 %","13.6 %",".086",".293",".258",".293",".343",".279","70","37.8","-161.5","84.6","11.7","6310"
"Dan Pasqua","- - -","905","3000","117","341","390","7","11.2 %","21.4 %",".195",".277",".244",".330",".438",".340","111","-3.4","36.4","-20.7","11.7","1010044"
"Matt Lawton","- - -","1334","5570","138","756","631","165","12.2 %","11.0 %",".150",".281",".267",".368",".417",".348","107","-7.4","41.9","-113.3","11.7","390"
"David Segui","- - -","1456","5451","139","683","684","17","9.6 %","12.6 %",".151",".313",".291",".359",".443",".350","110","-7.5","65.4","-125.0","11.7","169"
"Desmond Jennings","Rays","567","2351","55","311","191","95","9.3 %","20.5 %",".148",".292",".245",".322",".393",".317","103","20.5","27.9","3.8","11.7","1965"
"Drew Stubbs","- - -","911","3167","92","444","283","161","8.7 %","30.7 %",".149",".333",".242",".313",".391",".311","89","40.0","-0.5","12.8","11.6","9328"
"Vince Coleman","- - -","1371","5970","28","849","346","752","8.0 %","16.1 %",".081",".314",".264",".324",".345",".303","86","77.3","-22.6","-63.5","11.6","1002433"
"Vance Law","- - -","1212","4298","71","453","442","34","9.5 %","14.0 %",".120",".285",".256",".326",".376",".317","96","-4.9","-25.9","-1.4","11.6","1007409"
"Cesar Hernandez","Phillies","832","3282","46","407","253","80","9.9 %","18.9 %",".105",".337",".277",".352",".381",".321","99","5.4","0.2","10.7","11.6","10556"
"Corey Dickerson","- - -","776","2914","115","375","370","23","5.8 %","21.3 %",".218",".331",".286",".328",".504",".351","117","-6.6","51.7","-34.4","11.5","10762"
"Jose Iglesias","- - -","802","2915","32","309","247","52","4.5 %","12.1 %",".098",".303",".273",".315",".371",".299","83","-3.0","-62.7","78.1","11.5","10231"
"Chad Curtis","- - -","1204","4650","101","648","461","212","11.0 %","14.5 %",".132",".292",".264",".349",".396",".334","98","0.6","-14.4","-27.4","11.5","1002898"
"Adam LaRoche","- - -","1605","6329","255","752","882","13","10.3 %","22.2 %",".202",".300",".260",".336",".462",".343","110","-30.2","47.2","-133.5","11.5","1904"
"Wally Backman","- - -","1102","3708","10","482","240","117","10.0 %","12.9 %",".063",".318",".275",".349",".339",".316","100","1.6","-2.4","-11.5","11.5","1000400"
"Dave Valle","- - -","970","3147","77","314","350","5","8.2 %","13.1 %",".135",".252",".237",".314",".373",".311","88","-2.5","-48.8","58.3","11.5","1013333"
"John Jaha","- - -","826","3285","141","470","490","36","13.1 %","20.9 %",".201",".299",".263",".369",".465",".367","116","-0.2","73.6","-66.5","11.4","1006336"
"Gary Sanchez","Yankees","372","1576","105","226","262","4","9.5 %","25.2 %",".271",".264",".246",".328",".518",".354","123","-4.0","40.0","19.9","11.4","11442"
"Luke Scott","- - -","889","3193","135","370","436","17","10.5 %","20.7 %",".223",".290",".258",".340",".481",".352","115","-2.4","57.2","-51.5","11.4","3469"
"Jim Eisenreich","- - -","1422","4391","52","492","477","105","7.4 %","9.9 %",".114",".312",".290",".341",".404",".330","101","5.3","12.1","-40.7","11.4","1003719"
"Larry Parrish","- - -","1300","5197","209","608","746","20","7.4 %","19.3 %",".190",".295",".267",".323",".457",".341","111","-3.8","63.8","-125.3","11.4","1010020"
"Alex Gonzalez","- - -","1396","5528","137","623","536","97","7.1 %","21.1 %",".148",".289",".243",".302",".391",".304","78","-9.2","-166.3","90.4","11.3","281"
"Andres Torres","- - -","650","2157","32","277","174","77","9.5 %","22.1 %",".140",".305",".242",".317",".382",".309","94","15.3","0.8","41.7","11.3","1488"
"Eric Hinske","- - -","1387","4310","137","549","522","61","10.5 %","22.0 %",".181",".295",".249",".332",".430",".331","99","11.8","7.9","-39.3","11.2","1305"
"Willie Aikens","- - -","732","2755","110","296","409","2","11.2 %","15.3 %",".190",".288",".274",".357",".463",".362","124","-1.2","76.7","-59.5","11.2","1000090"
"Eric Byrnes","- - -","963","3531","109","482","396","129","7.1 %","15.2 %",".181",".279",".258",".320",".439",".328","94","26.2","-0.8","-1.9","11.2","905"
"Claudell Washington","- - -","1330","5035","131","662","574","203","7.1 %","17.3 %",".155",".314",".277",".329",".432",".336","107","9.3","49.2","-110.8","11.2","1013654"
"Mike Marshall","- - -","1035","3908","148","433","530","26","6.3 %","20.7 %",".176",".309",".270",".321",".446",".338","116","-9.1","62.9","-84.9","11.1","1008145"
"Nyjer Morgan","- - -","598","2206","12","288","136","120","6.6 %","16.0 %",".084",".336",".282",".343",".366",".317","93","13.5","-4.7","45.7","11.1","4885"
"Greg Brock","- - -","1013","3695","110","420","462","41","11.7 %","12.7 %",".151",".258",".248",".338",".399",".327","104","-0.3","19.4","-31.4","11.1","1001455"
"Steve Garvey","- - -","1202","4961","141","590","682","23","4.6 %","10.3 %",".144",".295",".286",".319",".431",".329","108","-7.4","37.4","-94.6","11.0","1004557"
"Dean Palmer","- - -","1357","5513","275","734","849","48","9.1 %","24.2 %",".222",".285",".251",".324",".472",".345","104","-3.8","28.9","-103.2","11.0","482"
"Leonys Martin","- - -","770","2792","58","334","228","126","6.8 %","22.8 %",".123",".302",".244",".301",".367",".293","81","23.3","-41.5","51.6","11.0","11846"
"Cesar Cedeno","- - -","845","3200","57","364","359","153","8.9 %","11.2 %",".132",".296",".276",".342",".408",".334","111","4.9","44.5","-46.0","10.9","1002100"
"Lee Mazzilli","- - -","1144","3501","69","418","346","150","13.9 %","13.2 %",".127",".285",".260",".364",".386",".341","115","6.8","66.8","-76.7","10.9","1008318"
"Corey Patterson","- - -","1230","4499","118","571","431","218","4.6 %","20.7 %",".148",".296",".252",".290",".400",".298","77","42.4","-88.9","50.3","10.9","300"
"Matt Nokes","- - -","902","2997","136","310","422","8","6.7 %","13.2 %",".187",".251",".254",".308",".441",".328","103","-2.0","9.2","-2.5","10.8","1009615"
"Odubel Herrera","Phillies","631","2492","60","294","233","56","6.9 %","21.8 %",".146",".339",".276",".333",".423",".326","102","7.8","12.1","14.4","10.8","11476"
"Mike Pagliarulo","- - -","1246","4317","134","462","505","18","7.9 %","18.2 %",".165",".268",".241",".306",".407",".313","92","-3.9","-46.0","9.7","10.8","1009959"
"Charlie O'Brien","- - -","800","2560","56","216","261","1","8.2 %","13.8 %",".132",".238",".221",".303",".353",".295","76","-4.3","-78.9","99.0","10.7","1009685"
"Mark Reynolds","- - -","1688","6243","298","794","871","64","11.3 %","30.9 %",".216",".303",".236",".328",".453",".338","103","-11.3","13.5","-107.7","10.7","7619"
"Maicer Izturis","- - -","909","3350","39","406","334","93","8.0 %","10.6 %",".103",".292",".269",".331",".372",".312","91","9.5","-27.1","20.3","10.7","2437"
"Johnny Bench","Reds","525","1914","79","215","265","9","9.7 %","13.3 %",".182",".271",".266",".337",".448",".349","117","-1.6","35.1","4.3","10.7","1000826"
"Khris Davis","- - -","908","3591","216","486","570","18","8.6 %","26.7 %",".255",".274",".244",".316",".499",".345","119","-14.2","65.9","-82.0","10.7","9112"
"Tom Pagnozzi","Cardinals","927","3142","44","247","320","18","6.0 %","14.3 %",".106",".284",".253",".299",".359",".291","77","-5.2","-90.8","94.0","10.6","1009960"
"Carlos Quentin","- - -","834","3247","154","416","491","16","9.2 %","15.9 %",".232",".255",".252",".347",".484",".361","121","-4.7","77.7","-82.2","10.6","6274"
"Denny Walling","- - -","1136","2965","46","340","336","35","9.3 %","9.5 %",".120",".289",".274",".340",".394",".328","109","0.4","32.0","-26.9","10.6","1013559"
"Glenallen Hill","- - -","1162","4033","186","528","586","96","6.7 %","21.0 %",".212",".302",".271",".321",".482",".348","110","3.0","57.7","-79.7","10.6","1005820"
"Leo Gomez","- - -","611","2240","79","241","259","4","11.4 %","17.8 %",".174",".265",".243",".336",".417",".337","104","-3.7","8.2","24.1","10.6","1004822"
"Paul DeJong","Cardinals","382","1597","74","220","211","11","7.5 %","24.8 %",".216",".292",".251",".318",".467",".332","107","2.6","17.5","36.5","10.5","18015"
"Josh Harrison","- - -","878","3159","53","373","277","79","4.0 %","15.3 %",".129",".308",".273",".313",".401",".310","94","14.5","-9.7","9.7","10.5","8202"
"Eddie Rosario","Twins","640","2599","106","369","346","36","4.4 %","19.4 %",".200",".310",".279",".309",".479",".330","105","16.2","33.6","-19.3","10.5","12155"
"Lyle Overbay","- - -","1587","5801","151","645","675","19","11.0 %","19.1 %",".163",".310",".266",".347",".429",".338","105","-23.6","15.0","-103.5","10.4","1617"
"Nicholas Castellanos","- - -","888","3646","120","408","460","11","6.4 %","23.0 %",".194",".333",".277",".326",".471",".338","112","-9.8","43.8","-62.6","10.4","11737"
"Billy Hamilton","- - -","809","3089","21","406","176","299","7.2 %","20.8 %",".084",".305",".242",".297",".326",".276","67","60.4","-62.9","64.1","10.4","10199"
"Rick Cerone","- - -","1196","4057","55","359","405","6","7.1 %","10.0 %",".101",".264",".249",".305",".349",".296","81","-7.0","-98.3","65.4","10.4","1002105"
"Randy Ready","- - -","777","2488","40","312","239","27","13.1 %","11.1 %",".127",".280",".259",".359",".387",".338","112","-1.6","33.2","-13.9","10.4","1010738"
