"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid","mlbamid"
"Kendall Graveman","- - -","37","43","24","280","80","652.0","6.82","3.04","1.06",".294","74.3%","50.9%","13.4%","95.0","3.95","","4.34","4.26","5.2","15514","608665"
"Akinori Otsuka","- - -","13","15","39","236","0","232.0","8.42","3.10","0.47",".278","78.8%","50.0%","6.5%","90.0","2.44","","2.96","3.39","5.2","1895","430788"
"MacKenzie Gore","- - -","21","26","0","75","72","372.2","9.76","3.84","1.18",".324","72.7%","38.7%","12.6%","95.5","4.20","","4.14","4.06","5.2","22201","669022"
"Randy Wells","- - -","28","32","0","98","86","529.0","5.87","3.11","0.97",".293","73.4%","45.8%","9.8%","90.1","4.08","","4.30","4.29","5.2","4535","448694"
"Jae Seo","- - -","28","40","0","118","102","606.1","5.05","2.73","1.28",".301","71.4%","37.1%","10.4%","86.1","4.60","","4.80","4.89","5.2","895","150242"
"Kevin Tapani","CHC","17","26","0","59","59","364.0","7.39","2.15","1.46",".305","70.1%","","","","4.77","","4.40","","5.2","1012824","123090"
"Matt Barnes","- - -","33","30","47","467","3","466.1","11.31","4.13","1.02",".319","72.5%","45.6%","12.7%","96.0","4.21","","3.62","3.63","5.2","12863","598264"
"Tyler Duffey","- - -","30","27","6","305","37","486.0","8.87","2.69","1.24",".307","68.1%","46.0%","15.1%","92.3","4.57","","3.97","3.73","5.2","13758","608648"
"Zack Godley","- - -","37","35","2","138","89","568.2","8.66","3.75","1.16",".306","69.2%","49.3%","15.1%","89.8","4.92","","4.34","4.17","5.2","14862","643327"
"Jarrod Parker","- - -","25","16","0","62","62","384.0","6.45","2.98","0.84",".273","74.1%","42.5%","8.8%","93.2","3.68","","3.93","4.21","5.2","4913","519105"
"Kiko Calero","- - -","14","12","7","313","1","302.2","9.63","3.75","0.71",".277","77.2%","34.1%","6.7%","89.0","3.24","","3.29","3.88","5.1","1676","425606"
"Jerad Eickhoff","- - -","21","33","1","86","81","464.0","8.01","2.66","1.57",".296","73.2%","38.0%","14.3%","90.9","4.50","","4.67","4.50","5.1","12664","595191"
"Tim Redding","- - -","37","57","0","179","144","822.1","6.04","3.69","1.25",".297","68.7%","40.2%","10.5%","91.0","4.95","","4.88","4.86","5.1","573","400062"
"Josh Collmenter","- - -","38","35","2","214","78","695.1","6.39","2.17","1.14",".276","75.9%","36.0%","9.7%","81.3","3.64","","4.11","4.24","5.1","7312","518567"
"Chris Reitsma","- - -","32","46","37","338","53","609.0","5.31","2.42","1.12",".304","67.8%","50.4%","12.4%","89.3","4.70","","4.37","4.09","5.1","348","277410"
"Casey Fossum","- - -","40","53","2","237","120","786.0","6.95","3.65","1.31",".312","65.7%","41.1%","12.7%","88.6","5.45","","4.87","4.57","5.1","188","407154"
"Dustin Hermanson","- - -","38","44","56","225","88","676.0","5.45","3.24","1.24",".286","70.8%","40.8%","9.6%","","4.42","","4.81","4.49","5.0","195","115812"
"Dillon Gee","- - -","51","48","1","165","128","853.2","6.53","2.83","1.17",".291","74.7%","44.9%","11.7%","90.4","4.09","","4.42","4.30","5.0","7396","518716"
"Scott Schoeneweis","- - -","46","56","9","546","93","932.2","5.27","3.71","1.04",".292","68.3%","49.5%","12.0%","89.5","4.99","","4.80","4.56","5.0","33","150011"
"Juan Cruz","- - -","38","36","6","447","38","655.0","9.05","4.75","0.92",".293","72.8%","38.0%","9.6%","94.7","4.05","","4.19","4.35","5.0","273","407297"
"Chad Bettis","COL","31","31","1","164","92","600.2","6.46","3.15","1.18",".310","67.5%","50.7%","14.4%","92.3","5.12","","4.59","4.36","5.0","10587","518452"
"Jimmy Haynes","- - -","37","55","0","121","118","678.0","5.08","4.29","1.05",".307","69.5%","45.2%","11.9%","","5.08","","4.94","4.77","5.0","329","115649"
"Omar Daal","- - -","32","46","0","122","100","607.2","5.35","3.14","1.23",".300","68.2%","40.6%","11.4%","","5.07","","4.78","4.32","4.9","646","112984"
"Dean Kremer","BAL","30","30","0","95","94","500.0","7.85","3.19","1.31",".286","72.2%","38.6%","12.0%","93.7","4.28","","4.48","4.54","4.9","19350","665152"
"Mike Remlinger","- - -","24","23","17","418","0","383.1","9.53","3.97","0.96",".285","77.2%","40.0%","10.9%","","3.45","","3.75","3.91","4.9","111","121060"
"Daniel Bard","- - -","31","35","66","408","10","457.1","9.35","4.74","0.85",".266","73.8%","46.0%","10.4%","97.0","3.74","","4.08","4.19","4.9","7115","453268"
"Kyle Davies","- - -","43","65","0","152","144","770.1","6.39","4.29","1.16",".318","66.9%","39.3%","9.8%","92.3","5.57","","4.88","4.90","4.9","3642","434678"
"Jim Mecir","- - -","21","27","12","336","0","343.2","7.65","3.74","0.63",".291","72.6%","48.6%","9.0%","","3.69","","3.65","4.10","4.9","930","118898"
"Alan Embree","- - -","25","35","23","642","0","542.0","8.00","2.97","1.10",".300","66.5%","41.2%","9.8%","93.7","4.73","","3.96","3.92","4.9","1030","113833"
"Mike Soroka","- - -","17","18","0","69","52","326.0","7.84","3.06","1.02",".283","73.7%","47.9%","13.4%","93.1","3.67","","4.09","4.11","4.9","18383","647336"
"Eric Lauer","- - -","36","37","0","120","112","596.2","8.55","3.47","1.45",".293","74.1%","35.4%","13.6%","92.2","4.30","","4.60","4.54","4.9","19316","641778"
"Brayan Bello","BOS","28","27","0","71","69","376.2","8.12","3.25","1.05",".321","72.8%","53.9%","14.1%","96.0","4.42","","4.14","3.92","4.9","23920","678394"
"Daniel Norris","- - -","22","38","1","215","86","582.1","8.42","3.48","1.39",".302","70.8%","41.2%","14.0%","92.1","4.73","","4.57","4.49","4.8","13475","596057"
"Erick Fedde","- - -","30","42","0","133","119","631.2","7.21","3.46","1.40",".297","72.4%","47.1%","15.5%","93.6","4.82","","4.80","4.44","4.8","17425","607200"
"Manny Parra","- - -","29","41","1","322","74","628.0","8.48","4.31","1.00",".334","69.0%","48.2%","12.0%","92.9","4.90","","4.17","3.95","4.8","4279","448159"
"John Lannan","- - -","46","58","0","153","148","862.0","4.70","3.39","0.90",".289","71.6%","52.9%","10.9%","88.9","4.18","","4.59","4.48","4.8","7080","458709"
"Clay Holmes","- - -","24","22","74","311","4","337.1","9.60","4.08","0.53",".297","69.8%","66.3%","12.3%","94.5","3.71","","3.44","3.49","4.8","13649","605280"
"Andy Sonnanstine","TBD","28","31","1","132","80","540.1","5.71","2.27","1.32",".306","65.5%","42.2%","11.0%","82.5","5.26","","4.63","4.45","4.8","7667","458567"
"Brad Peacock","- - -","34","31","3","183","84","560.0","9.48","3.87","1.27",".282","74.2%","38.5%","12.1%","92.9","4.11","","4.27","4.26","4.8","5401","502748"
"Pete Fairbanks","- - -","16","19","63","214","2","205.0","11.99","3.73","0.75",".305","72.2%","45.6%","10.2%","98.1","3.29","","2.95","3.25","4.7","17998","664126"
"Jerome Williams","- - -","52","66","2","236","149","1029.2","5.73","3.08","1.14",".292","70.3%","47.5%","12.3%","92.1","4.59","","4.64","4.44","4.7","1137","425532"
"Scott Olsen","- - -","37","49","0","130","127","723.0","6.57","3.62","1.34",".299","68.3%","40.2%","12.1%","89.1","4.85","","4.89","4.57","4.7","4529","435179"
"Kutter Crawford","BOS","18","31","0","86","69","392.1","8.92","2.71","1.47",".272","69.3%","33.1%","11.9%","93.6","4.56","","4.35","4.36","4.7","20531","676710"
"Jeffrey Springs","- - -","23","12","2","145","37","313.2","10.30","2.98","1.21",".302","78.5%","36.6%","12.2%","91.9","3.39","","3.64","3.70","4.7","17677","605488"
"Bryce Miller","SEA","20","15","0","56","56","311.2","8.37","2.05","1.13",".260","74.6%","36.1%","10.2%","95.2","3.52","","3.75","4.05","4.7","29837","682243"
"Chad Gaudin","- - -","45","44","2","344","87","836.1","7.24","4.11","0.99",".305","71.3%","42.4%","9.7%","91.7","4.44","","4.45","4.54","4.7","1783","429985"
"Andy Ashby","- - -","26","36","0","86","75","467.2","5.06","2.77","1.14",".288","70.0%","45.9%","10.7%","","4.52","","4.60","4.34","4.7","637","110351"
"Buddy Groom","- - -","16","14","19","377","0","326.1","6.40","2.32","0.85",".305","71.9%","46.8%","10.2%","","4.03","","3.72","4.14","4.7","143","115183"
"David Bednar","- - -","12","18","84","251","0","254.2","10.71","3.22","0.88",".290","72.6%","37.6%","8.8%","96.8","3.36","","3.25","3.79","4.7","19569","670280"
"Corey Knebel","- - -","13","16","72","312","4","306.2","11.94","4.20","1.00",".295","78.3%","43.0%","12.7%","96.5","3.26","","3.44","3.44","4.7","15010","608349"
"Joey Lucchesi","- - -","23","26","0","81","77","394.2","8.85","3.12","1.25",".292","74.5%","45.1%","14.0%","90.5","4.10","","4.17","4.16","4.7","19320","664192"
"Kirk Rueter","SFG","60","53","0","179","176","1027.2","3.08","3.00","1.02",".284","71.6%","46.7%","9.5%","","4.34","","4.86","5.01","4.7","1128","121541"
"Steve Karsay","- - -","15","19","40","260","0","290.2","7.34","2.85","0.77",".305","75.9%","53.3%","15.0%","","3.47","","3.56","3.77","4.6","829","116853"
"Darren Dreifort","LAD","21","24","1","118","58","398.1","8.70","4.41","1.20",".285","70.9%","56.0%","15.9%","","4.41","","4.49","3.25","4.6","647","113554"
"Dan Wheeler","- - -","25","39","43","584","3","610.0","7.72","2.67","1.21",".270","74.2%","35.9%","10.4%","89.6","3.88","","4.08","4.04","4.6","120","235095"
"Hector Rondon","- - -","24","20","92","444","1","436.0","9.10","2.77","1.03",".288","75.6%","47.4%","12.7%","96.6","3.49","","3.63","3.61","4.6","2391","444468"
"Matt Lindstrom","- - -","17","21","51","469","0","420.2","7.00","3.29","0.49",".326","72.7%","49.1%","5.6%","96.9","3.68","","3.47","4.02","4.6","4604","434637"
"Chris Stratton","- - -","41","27","16","359","42","603.1","8.17","3.71","1.00",".311","69.4%","42.1%","10.6%","92.3","4.53","","4.10","4.43","4.6","13761","608717"
"Brad Brach","- - -","38","29","34","531","0","552.2","9.59","4.30","0.93",".292","75.1%","40.6%","10.1%","94.2","3.55","","3.83","4.11","4.6","6627","542960"
"Jeff Fassero","- - -","29","41","15","354","48","568.1","6.56","3.44","1.08",".318","69.6%","48.6%","13.1%","","4.89","","4.36","4.35","4.6","279","114032"
"Jake Diekman","- - -","27","34","19","705","0","602.1","11.42","5.35","0.79",".299","70.8%","46.9%","11.4%","96.2","3.91","","3.78","3.87","4.6","5003","518617"
"Ismael Valdez","- - -","43","51","0","149","138","802.1","4.68","2.66","1.46",".292","71.6%","38.5%","12.1%","","4.99","","5.11","4.99","4.6","1283","123595"
"Jeff Hoffman","- - -","23","26","12","256","50","467.0","9.23","4.05","1.39",".301","69.9%","38.9%","13.5%","94.8","4.82","","4.63","4.60","4.5","17432","656546"
"Matt Herges","- - -","43","33","34","550","4","666.2","6.14","3.36","0.82",".306","73.9%","44.2%","8.7%","89.2","3.90","","4.17","4.53","4.5","780","150382"
"Joe Jimenez","- - -","20","27","23","425","0","391.0","11.23","3.34","1.15",".303","67.6%","33.7%","10.7%","95.3","4.47","","3.67","4.03","4.5","15761","641729"
"Brian Matusz","- - -","27","41","0","280","69","528.2","7.87","3.47","1.34",".310","70.7%","35.8%","11.0%","91.1","4.92","","4.53","4.38","4.5","2646","451085"
"Chuck Smith","FLA","11","11","0","34","34","210.2","8.07","3.80","0.68",".309","71.8%","","","","3.84","","3.69","","4.5","1012114","276540"
"Paul Shuey","- - -","23","12","4","258","0","280.2","9.11","4.52","0.55",".298","71.0%","58.8%","11.2%","91.6","3.75","","3.43","3.82","4.5","406","122201"
"Armando Benitez","- - -","25","28","230","478","0","487.1","9.88","4.30","1.18",".246","80.5%","33.5%","9.7%","93.6","3.12","","4.05","4.28","4.5","865","110859"
"Evan Phillips","- - -","16","12","45","243","1","246.1","10.41","3.29","0.84",".274","69.4%","42.7%","10.1%","95.3","3.43","","3.38","3.67","4.4","17734","623465"
"Drew Storen","- - -","29","18","99","470","0","440.1","8.52","2.70","0.78",".291","74.3%","46.1%","8.8%","94.4","3.45","","3.44","3.71","4.4","6983","519322"
"Griffin Canning","LAA","25","34","0","99","94","508.0","8.56","3.24","1.58",".290","72.4%","39.5%","14.9%","93.8","4.78","","4.78","4.52","4.4","19867","656288"
"Eddie Guardado","- - -","28","27","178","540","0","508.1","7.83","2.83","1.31",".257","78.4%","30.6%","10.1%","87.0","3.52","","4.21","4.28","4.4","727","115216"
"Bobby Parnell","- - -","20","28","37","335","8","336.2","7.94","3.69","0.51",".322","69.9%","52.6%","6.6%","96.2","3.82","","3.35","3.76","4.4","9926","458730"
"Wilson Alvarez","- - -","16","15","3","105","39","314.2","7.32","2.77","1.06",".286","74.1%","35.2%","8.8%","","3.95","","3.98","4.36","4.4","1193","110209"
"Ryan Vogelsong","- - -","61","75","0","289","179","1190.0","6.81","3.56","0.98",".296","70.5%","41.2%","9.4%","91.6","4.48","","4.33","4.49","4.4","1011","285064"
"Guillermo Mota","- - -","37","41","10","692","0","801.1","7.51","3.44","0.95",".273","72.4%","41.3%","9.0%","94.3","4.01","","4.01","4.12","4.4","1467","150407"
"Caleb Thielbar","MIN","23","12","4","347","0","320.0","9.76","3.01","0.93",".287","74.0%","32.3%","8.4%","91.8","3.38","","3.36","3.89","4.4","10078","573204"
"Albie Lopez","- - -","25","38","2","123","61","469.1","5.48","3.45","1.11",".309","68.9%","43.6%","9.8%","","4.87","","4.64","4.43","4.4","102","117913"
"Jordan Walden","- - -","12","14","39","243","0","222.0","10.78","3.89","0.53",".295","76.6%","41.9%","6.1%","97.4","3.00","","2.76","3.27","4.3","3271","477229"
"Eric Stults","- - -","36","48","0","135","112","683.1","5.70","2.53","1.09",".291","71.3%","40.2%","9.7%","88.8","4.24","","4.32","4.43","4.3","8011","445590"
"Triston McKenzie","CLE","21","29","0","84","80","436.1","9.45","3.57","1.49",".237","76.1%","33.0%","13.0%","92.3","3.98","","4.45","4.33","4.3","18000","663474"
"Dustin McGowan","- - -","35","34","2","290","69","650.1","7.47","3.86","1.08",".285","69.6%","47.0%","11.5%","95.0","4.50","","4.46","4.33","4.3","8600","430661"
"J.P. Howell","- - -","36","30","22","547","33","619.2","8.22","3.92","0.86",".291","73.8%","53.3%","12.2%","84.1","3.85","","3.98","3.82","4.3","8245","434442"
"Paul Skenes","PIT","11","3","0","23","23","133.0","11.50","2.17","0.68",".284","85.6%","51.3%","10.6%","98.9","1.96","","2.44","2.54","4.3","33677","694973"
"Scott Linebrink","- - -","42","31","8","607","6","656.2","7.77","3.14","1.12",".293","78.6%","36.5%","10.3%","93.9","3.51","","4.15","4.08","4.3","564","276530"
"Garrett Whitlock","BOS","18","11","9","103","23","241.2","9.38","1.94","1.12",".302","75.7%","44.8%","12.7%","96.6","3.39","","3.45","3.42","4.3","20191","676477"
"Cole Irvin","- - -","28","40","2","134","93","593.0","6.59","2.16","1.29",".298","69.6%","38.2%","11.3%","91.2","4.54","","4.45","4.64","4.3","19244","608344"
"Rolando Arrojo","- - -","19","18","6","102","49","357.1","6.37","3.27","0.98",".290","67.0%","46.7%","8.0%","","4.86","","4.45","4.41","4.3","174","134361"
"Felipe Paulino","- - -","13","34","0","97","65","403.2","8.32","3.83","1.14",".339","67.5%","43.8%","11.2%","95.7","5.22","","4.27","4.07","4.3","3777","462956"
"Matt Capps","- - -","29","33","138","444","0","439.2","6.53","1.72","1.08",".286","75.5%","39.5%","9.5%","93.9","3.52","","3.92","4.02","4.2","4788","448165"
"James McDonald","- - -","32","30","0","131","82","512.1","7.76","4.06","0.98",".294","72.3%","38.4%","9.1%","93.2","4.20","","4.23","4.41","4.2","5523","457428"
"Felix Rodriguez","- - -","35","20","6","436","0","419.1","8.20","4.12","0.75",".278","77.4%","36.3%","7.8%","","3.41","","3.85","4.94","4.2","1127","121353"
"AJ Ramos","- - -","17","18","99","381","0","373.1","10.37","4.94","0.60",".270","78.4%","38.8%","6.6%","93.2","3.04","","3.46","4.11","4.2","8350","573109"
"Michael Wuertz","- - -","21","11","11","426","0","414.1","9.64","4.30","0.96",".286","74.1%","43.8%","10.6%","91.0","3.71","","3.79","3.73","4.2","1856","430900"
"Jose Urquidy","HOU","27","16","1","79","70","405.0","7.24","2.16","1.49",".258","77.1%","35.2%","12.4%","93.2","3.98","","4.51","4.59","4.2","18413","664353"
"Andrew Bailey","- - -","16","14","95","265","0","274.1","9.05","2.99","0.95",".255","77.2%","37.7%","8.8%","94.3","3.12","","3.47","3.74","4.2","1368","457732"
"Carlos Estevez","- - -","27","31","82","438","0","419.1","9.44","3.46","1.16",".309","72.0%","37.9%","11.0%","97.4","4.21","","4.04","4.36","4.2","14542","608032"
"Wily Peralta","- - -","56","61","16","258","139","911.1","6.52","3.57","1.09",".304","72.6%","50.6%","13.4%","95.7","4.29","","4.53","4.33","4.2","7738","503449"
"Clarke Schmidt","NYY","19","20","2","83","53","314.2","8.90","3.12","1.09",".305","72.8%","43.2%","11.1%","94.4","3.95","","4.07","4.23","4.2","19899","657376"
"Zach Plesac","- - -","27","28","0","87","86","478.2","6.84","2.44","1.43",".272","71.4%","41.4%","13.3%","92.9","4.31","","4.63","4.64","4.2","19979","668676"
"Felix Bautista","BAL","12","6","48","121","0","126.2","14.07","3.48","0.78",".249","84.1%","39.9%","10.8%","99.4","1.85","","2.42","2.54","4.1","20666","642585"
"Jose Mercedes","- - -","22","24","0","74","51","337.0","5.23","3.53","0.93",".304","68.2%","39.1%","0.0%","","4.91","","4.56","6.05","4.1","396","118960"
"Jeff Karstens","- - -","26","40","0","138","91","592.1","5.01","2.32","1.22",".286","69.5%","40.6%","10.0%","90.1","4.44","","4.55","4.56","4.1","5879","444371"
"Chris Holt","- - -","15","25","0","64","54","358.1","5.43","3.32","1.00",".335","67.0%","","","","5.53","","4.58","","4.1","1005983","116108"
"Andres Munoz","- - -","10","20","40","199","0","197.0","12.38","3.47","0.69",".275","77.2%","52.8%","11.6%","99.6","2.65","","2.75","2.82","4.1","20373","662253"
"Tyler Rogers","SFG","22","17","19","339","0","346.2","6.70","1.82","0.62",".282","76.0%","55.5%","8.3%","83.2","2.93","","3.41","3.88","4.1","15541","643511"
"Kazuhiro Sasaki","SEA","7","16","129","228","0","223.1","9.75","3.10","0.97",".246","74.1%","37.2%","7.4%","","3.14","","3.43","3.66","4.1","1098","277408"
"Shane Greene","- - -","24","29","67","345","33","473.2","8.40","3.31","1.12",".300","70.2%","45.0%","12.7%","94.4","4.50","","4.22","4.21","4.1","10756","572888"
"Brandon Beachy","- - -","14","12","0","48","48","275.2","9.14","3.00","0.91",".273","72.1%","36.8%","8.9%","92.1","3.36","","3.41","3.62","4.1","8851","545404"
"Drew Hutchison","- - -","38","33","0","135","99","587.0","7.56","3.22","1.29",".308","70.0%","39.5%","11.9%","92.7","4.89","","4.53","4.39","4.1","10732","571800"
"Ramon Ramirez","- - -","23","21","9","424","0","434.2","7.54","3.93","0.66",".273","73.8%","41.6%","6.1%","93.1","3.42","","3.76","4.39","4.0","7986","430673"
"Neftali Feliz","- - -","21","20","107","362","7","393.1","8.37","3.55","1.05",".242","75.3%","35.7%","9.7%","96.5","3.55","","4.06","4.26","4.0","18","491703"
"Keone Kela","- - -","23","13","28","243","0","227.1","11.05","3.40","1.03",".270","77.1%","41.6%","12.0%","96.6","3.33","","3.39","3.53","4.0","14696","605309"
"Nick Lodolo","CIN","15","14","0","47","47","253.0","10.67","3.06","1.28",".323","75.2%","45.4%","15.3%","94.3","4.52","","4.18","3.74","4.0","26378","666157"
"Tom Koehler","- - -","36","55","0","161","133","784.1","6.93","3.69","1.08",".292","72.1%","43.9%","11.2%","93.2","4.39","","4.49","4.50","4.0","6570","543408"
