"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","EV","BsR","Off","Def","WAR","playerid"
"Coco Crisp","- - -","754","3176","71","414","312","172","9.5%","13.0%",".144",".270",".252",".322",".396",".315","100","85.1","32.0","31.2","-19.1","12.5","1572"
"Ryan Hanigan","- - -","554","1867","25","158","192","1","11.1%","13.3%",".085",".278",".248",".340",".333",".300","84","84.2","-5.0","-39.9","98.8","12.4","4952"
"Dee Gordon","- - -","1002","4103","18","532","234","333","4.1%","14.9%",".074",".333",".286",".319",".360",".297","88","83.1","46.2","-13.6","0.3","12.3","8203"
"Carl Crawford","- - -","635","2446","51","343","264","118","5.3%","16.5%",".150",".320",".281",".322",".430",".328","107","88.8","28.0","48.7","-11.8","12.3","1201"
"Ketel Marte","- - -","591","2371","56","294","236","39","7.8%","14.8%",".162",".313",".282",".341",".444",".335","108","88.3","5.8","31.9","12.7","12.2","13613"
"Juan Uribe","- - -","718","2535","72","242","302","10","6.7%","18.8%",".146",".285",".251",".305",".397",".306","94","88.4","-6.3","-25.9","59.5","11.9","454"
"David Ross","- - -","398","1186","39","104","140","3","11.0%","29.8%",".170",".305",".230",".315",".400",".311","92","87.6","-3.4","-13.9","90.8","11.9","1551"
"Travis d'Arnaud","- - -","544","2044","72","221","265","2","7.7%","18.7%",".170",".280",".253",".314",".423",".317","101","89.5","-9.2","-7.0","58.0","11.9","7739"
"Salvador Perez","Royals","979","3893","152","403","535","5","3.4%","16.3%",".180",".287",".269",".300",".449",".320","99","89.1","-31.6","-34.2","17.3","11.9","7304"
"Ronald Acuna Jr.","Braves","313","1404","81","251","194","61","11.3%","26.4%",".258",".339",".281",".371",".538",".382","137","90.9","13.0","78.9","-4.4","11.7","18401"
"Desmond Jennings","Rays","567","2351","55","311","191","95","9.3%","20.5%",".148",".292",".245",".322",".393",".317","103","87.0","20.5","27.9","3.8","11.7","1965"
"Jon Jay","- - -","1196","4300","37","530","340","55","6.6%","16.6%",".090",".337",".283",".348",".373",".319","100","85.3","2.7","3.1","-27.2","11.6","5227"
"Melky Cabrera","- - -","1318","5379","108","645","626","57","6.3%","12.0%",".138",".314",".291",".335",".429",".330","107","89.2","-14.1","28.5","-94.6","11.6","4022"
"Rickie Weeks Jr.","- - -","842","3043","101","399","292","52","10.1%","25.2%",".177",".307",".246",".339",".423",".337","108","89.6","10.0","40.4","-22.6","11.6","1849"
"Corey Dickerson","- - -","828","3124","122","400","387","24","5.9%","21.0%",".213",".327",".284",".327",".497",".348","115","87.8","-6.6","50.3","-38.3","11.6","10762"
"Chris Davis","- - -","1224","4894","257","608","666","18","10.4%","33.0%",".225",".296",".229",".317",".454",".330","106","90.5","3.1","33.8","-91.1","11.6","9272"
"Chris Taylor","- - -","595","2118","59","285","236","45","8.9%","27.1%",".181",".346",".263",".335",".444",".334","111","87.6","14.4","43.6","2.2","11.5","13757"
"Wil Myers","- - -","840","3363","129","437","417","95","9.8%","26.6%",".194",".317",".254",".329",".447",".333","110","89.6","14.2","54.7","-51.1","11.4","10047"
"Eddie Rosario","Twins","697","2830","119","400","388","39","4.7%","19.0%",".201",".305",".277",".310",".478",".330","106","87.9","14.2","34.4","-20.8","11.4","12155"
"Geovany Soto","- - -","524","1837","71","202","218","2","10.6%","24.8%",".186",".281",".235",".320",".421",".325","100","89.6","-16.6","-16.5","66.7","11.4","3707"
"Gary Sanchez","Yankees","421","1754","115","245","286","4","9.6%","26.3%",".266",".256",".236",".320",".502",".346","117","91.1","-4.8","32.2","22.1","11.3","11442"
"Alcides Escobar","- - -","1390","5564","40","583","431","170","4.1%","13.6%",".086",".292",".256",".292",".343",".278","70","84.3","35.9","-161.7","84.5","11.3","6310"
"Paul DeJong","Cardinals","427","1771","77","237","236","12","7.7%","25.2%",".205",".297",".251",".319",".455",".328","105","87.7","1.5","13.2","39.4","11.1","18015"
"Jose Molina","- - -","393","1208","19","89","87","11","6.6%","21.4%",".091",".281",".229",".287",".320",".272","70","","-8.6","-49.5","113.6","11.0","25"
"Leonys Martin","- - -","770","2792","58","334","228","126","6.8%","22.8%",".123",".302",".244",".301",".367",".293","80","87.9","23.3","-41.5","51.6","11.0","11846"
"Nick Swisher","- - -","766","3189","112","368","397","6","11.9%","22.2%",".182",".299",".254",".345",".435",".343","114","86.8","-10.8","42.1","-42.9","11.0","4599"
"Juan Soto","Nationals","313","1349","69","226","217","23","16.9%","19.2%",".261",".329",".295",".415",".557",".405","152","91.5","1.0","89.8","-21.7","10.9","20123"
"Eric Hosmer","- - -","1403","5893","176","714","770","71","8.0%","17.8%",".157",".315",".278",".336",".435",".332","107","90.2","-9.5","42.1","-131.9","10.9","3516"
"Ozzie Albies","Braves","404","1754","60","262","205","40","6.6%","16.8%",".194",".307",".279",".330",".473",".339","109","87.7","14.4","34.3","19.1","10.9","16556"
"Odubel Herrera","Phillies","631","2492","60","294","233","56","6.9%","21.8%",".146",".339",".276",".333",".423",".326","102","87.6","7.8","12.0","14.4","10.8","11476"
"Nicholas Castellanos","- - -","948","3888","134","445","494","11","6.5%","23.4%",".198",".329",".274",".324",".472",".338","111","89.2","-11.1","43.1","-68.2","10.8","11737"
"Carlos Ruiz","- - -","771","2810","49","279","277","15","9.4%","13.0%",".125",".301",".272",".356",".397",".331","108","86.4","-6.9","18.6","-1.9","10.8","2579"
"Jonathan Schoop","- - -","846","3281","141","409","415","8","3.8%","22.9%",".192",".297",".259",".297",".450",".318","98","87.6","-8.6","-15.4","10.2","10.8","11265"
"Max Kepler","Twins","601","2425","101","324","303","20","10.0%","18.2%",".206",".252",".237",".319",".444",".325","102","89.3","8.6","15.4","7.5","10.7","12144"
"Josh Harrison","- - -","911","3250","56","384","291","80","4.1%","15.3%",".129",".308",".273",".314",".402",".311","95","85.9","13.5","-9.9","10.0","10.7","8202"
"Kelly Johnson","- - -","909","3237","110","362","344","58","9.7%","24.3%",".173",".296",".243",".320",".416",".323","100","87.3","2.8","2.5","-2.9","10.7","2234"
"Seth Smith","- - -","1042","3566","107","447","388","17","10.4%","19.8%",".182",".297",".256",".339",".439",".337","110","89.7","-5.4","36.5","-51.8","10.5","7331"
"Stephen Drew","- - -","772","2814","73","316","309","22","9.6%","20.6%",".168",".279",".238",".312",".406",".314","92","87.3","-6.6","-32.5","44.2","10.5","4251"
"Yoan Moncada","- - -","395","1691","56","218","187","25","9.8%","31.3%",".188",".362",".260",".335",".448",".335","112","91.0","10.8","36.9","9.4","10.5","17232"
"Billy Hamilton","- - -","840","3125","22","416","178","305","7.2%","20.7%",".084",".303",".241",".296",".325",".275","67","81.7","61.6","-66.3","66.9","10.4","10199"
"Khris Davis","- - -","938","3690","218","495","580","18","8.6%","26.7%",".252",".274",".243",".316",".495",".344","118","91.3","-15.5","62.3","-84.9","10.4","9112"
"Will Venable","- - -","844","2698","67","324","259","128","8.0%","23.6%",".152",".308",".248",".313",".400",".311","100","86.8","27.9","27.4","-11.6","10.4","211"
"Christian Vazquez","Red Sox","476","1709","40","191","175","19","6.3%","18.8%",".133",".301",".259",".309",".392",".301","83","87.7","-13.8","-48.5","94.8","10.4","9774"
"Scooter Gennett","- - -","793","2911","87","365","360","24","5.4%","19.6%",".163",".333",".286",".327",".449",".333","105","86.6","-2.0","16.0","-8.7","10.3","10339"
"Drew Stubbs","- - -","869","2971","84","417","266","151","8.8%","31.1%",".147",".334",".241",".312",".388",".310","89","88.0","38.6","-1.7","5.9","10.2","9328"
"Randal Grichuk","- - -","734","2707","134","352","358","21","5.8%","27.7%",".236",".295",".246",".295",".483",".327","105","90.2","1.6","17.6","-6.1","10.2","10243"
"Josh Willingham","- - -","598","2464","108","298","352","18","12.9%","24.6%",".212",".285",".242",".355",".454",".354","123","","0.0","66.9","-50.6","10.1","2103"
"Matt Olson","Athletics","419","1696","103","222","262","3","10.8%","26.1%",".254",".277",".245",".338",".500",".353","126","92.8","-4.3","50.2","-6.7","10.1","14344"
"Andres Torres","- - -","486","1702","25","214","138","62","10.1%","22.0%",".140",".309",".245",".325",".384",".314","100","","11.2","11.0","33.4","10.0","1488"
"Tim Anderson","White Sox","570","2382","74","332","227","73","3.4%","24.6%",".163",".348",".281",".308",".443",".319","101","86.8","9.3","13.2","2.7","9.9","15172"
"Willson Contreras","Cubs","493","1889","74","227","253","13","9.6%","23.6%",".199",".318",".265",".351",".463",".348","116","88.4","-12.9","25.8","10.4","9.9","11609"
"Dan Uggla","- - -","729","2811","114","360","346","11","12.1%","26.0%",".187",".272",".226",".328",".413",".327","104","89.8","5.2","21.1","-11.9","9.8","3442"
"Max Muncy","- - -","432","1563","87","239","221","8","15.2%","25.3%",".248",".266",".236",".359",".484",".358","127","89.1","6.1","60.1","-13.4","9.8","13301"
"Brett Lawrie","- - -","588","2417","71","266","253","41","6.3%","20.1%",".158",".303",".261",".315",".419",".320","100","89.7","10.1","11.2","0.6","9.7","5247"
"Logan Forsythe","- - -","971","3540","71","389","307","42","9.7%","21.4%",".125",".298",".244",".326",".369",".307","93","88.8","2.7","-26.0","4.6","9.7","7185"
"Nori Aoki","- - -","759","3044","33","377","219","98","7.7%","8.5%",".102",".304",".285",".350",".387",".327","105","86.2","-6.0","12.7","-18.0","9.6","13075"
"Gerardo Parra","- - -","1346","4692","83","561","462","91","6.1%","17.1%",".130",".318",".274",".323",".404",".314","88","87.1","-6.8","-73.2","17.9","9.6","8553"
"Derek Norris","- - -","610","2195","63","242","247","26","8.9%","24.6%",".150",".284",".230",".304",".380",".300","91","87.3","0.6","-25.6","45.1","9.6","6867"
"Joe Panik","- - -","723","2842","39","323","240","20","8.4%","9.9%",".111",".287",".269",".334",".380",".311","96","86.3","-0.6","-16.3","18.8","9.5","11936"
"Kyle Schwarber","Cubs","551","2108","121","295","279","11","13.0%","28.0%",".249",".267",".230",".336",".480",".343","113","91.8","1.1","34.4","-10.8","9.5","16478"
"Joey Gallo","Rangers","473","1785","120","262","262","20","14.0%","37.6%",".290",".270",".208",".327",".499",".348","110","93.4","14.8","37.6","-3.4","9.5","14128"
"Marco Scutaro","- - -","551","2383","27","296","215","20","7.4%","8.1%",".101",".309",".293",".347",".393",".328","102","","1.2","5.7","7.3","9.5","1555"
"Jedd Gyorko","- - -","847","2983","121","317","370","14","8.3%","22.5%",".180",".279",".245",".310",".424",".318","101","87.5","-10.7","-5.7","2.5","9.4","10816"
"Addison Russell","Cubs","615","2212","60","256","253","17","8.4%","24.1%",".150",".299",".242",".312",".392",".304","87","87.2","6.6","-28.8","50.2","9.4","14106"
"Travis Shaw","- - -","642","2421","105","290","327","20","10.4%","23.8%",".205",".281",".243",".325",".448",".329","102","88.9","-4.7","1.8","11.1","9.3","11982"
"Marwin Gonzalez","- - -","962","3368","96","370","369","38","6.7%","20.2%",".152",".306",".261",".317",".413",".315","99","89.3","-10.8","-13.3","-9.4","9.3","5497"
"Chris Stewart","- - -","433","1280","9","102","87","6","7.5%","14.2%",".063",".266",".232",".299",".294",".266","65","84.4","0.6","-53.6","99.5","9.3","3878"
"Ichiro Suzuki","- - -","1227","4127","33","447","265","168","5.7%","11.7%",".075",".307",".276",".318",".351",".294","85","82.9","25.6","-46.4","-1.1","9.3","1101"
"Kevin Youkilis","- - -","372","1579","57","229","210","7","11.7%","19.4%",".201",".295",".260",".367",".462",".363","124","","-3.1","42.2","-7.1","9.3","1935"
"Brad Miller","- - -","807","2846","95","316","318","36","9.7%","23.9%",".181",".289",".240",".316",".421",".319","102","90.3","5.7","14.5","-23.4","9.1","12775"
"Freddy Galvis","- - -","998","3844","95","383","386","56","5.6%","20.2%",".138",".289",".247",".291",".385",".291","79","87.4","3.5","-93.7","57.9","9.0","6609"
"Miguel Sano","Twins","539","2256","131","317","340","2","11.7%","37.0%",".256",".339",".241",".332",".496",".350","119","93.0","-9.7","43.1","-32.9","9.0","12164"
"Aaron Hill","- - -","926","3584","98","408","399","53","7.5%","14.2%",".153",".269",".252",".313",".405",".313","92","87.4","0.0","-33.6","5.1","9.0","6104"
"Alex Rios","- - -","841","3421","85","423","390","136","5.0%","15.2%",".151",".301",".273",".311",".423",".319","96","88.3","9.7","-5.0","-23.9","8.9","2090"
"Peter Bourjos","- - -","875","2334","43","284","170","68","5.7%","24.1%",".139",".302",".237",".293",".376",".292","84","86.9","14.9","-31.5","39.2","8.9","2578"
"Evan Gattis","- - -","706","2662","139","299","410","3","6.3%","21.6%",".228",".266",".248",".300",".476",".329","110","88.6","-12.2","18.6","-20.8","8.9","11003"
"Rene Rivera","- - -","464","1392","38","101","157","0","6.1%","27.0%",".136",".278",".220",".274",".356",".274","72","86.8","-9.0","-55.2","92.9","8.7","3648"
"Roberto Perez","Indians","446","1522","46","144","167","1","10.8%","28.9%",".152",".278",".212",".302",".364",".292","77","89.2","-11.4","-53.7","86.8","8.7","2900"
"Brandon Nimmo","Mets","365","1309","39","182","121","15","15.1%","25.5%",".189",".339",".258",".390",".448",".365","133","89.0","5.2","59.1","-13.5","8.7","12927"
"Byron Buxton","Twins","432","1504","51","204","172","62","6.1%","29.5%",".191",".311",".238",".289",".430",".304","87","89.0","23.1","0.5","34.2","8.7","14161"
"Alfonso Soriano","- - -","653","2535","122","291","399","32","6.2%","24.3%",".225",".289",".252",".303",".477",".335","108","","-4.4","19.2","-14.8","8.6","847"
"Andrew Benintendi","Red Sox","485","2104","51","279","260","53","10.5%","19.0%",".162",".321",".273",".353",".435",".339","108","88.3","8.7","27.6","-14.8","8.5","17901"
"Omar Infante","- - -","847","3389","45","348","321","44","4.6%","11.7%",".109",".300",".275",".307",".384",".302","87","84.5","5.5","-45.3","18.6","8.5","1609"
"Jeff McNeil","Mets","248","1024","30","137","117","12","6.7%","12.0%",".182",".342",".319",".383",".501",".375","139","87.9","0.1","51.5","2.1","8.4","15362"
"Mitch Haniger","- - -","350","1499","62","203","189","17","9.5%","23.3%",".212",".317",".267",".348",".480",".352","124","89.4","-2.5","41.6","-9.4","8.4","14274"
"Danny Espinosa","- - -","872","3267","98","367","316","64","7.4%","28.9%",".157",".290",".221",".297",".378",".295","82","88.3","13.0","-57.0","35.1","8.3","9219"
"Alejandro De Aza","- - -","771","2693","51","347","247","89","7.9%","21.5%",".140",".323",".262",".328",".401",".320","100","87.2","7.8","6.0","-15.8","8.3","3371"
"Enrique Hernandez","- - -","690","2008","71","252","227","12","9.2%","20.8%",".185",".272",".240",".313",".425",".315","99","88.8","7.6","3.6","12.1","8.3","10472"
"David DeJesus","- - -","687","2511","43","285","220","22","9.2%","15.8%",".135",".297",".259",".338",".394",".325","104","86.8","-5.5","7.0","-9.6","8.3","1825"
"Luis Valbuena","- - -","890","3119","104","319","335","9","11.0%","22.3%",".170",".257",".222",".311",".391",".308","94","88.5","-10.2","-33.0","9.4","8.2","4969"
"Jordy Mercer","- - -","904","3289","64","317","299","13","7.2%","16.9%",".130",".294",".257",".315",".386",".301","88","86.7","1.0","-46.8","22.3","8.2","6547"
"Brandon Moss","- - -","789","2805","145","347","397","9","9.6%","28.8%",".231",".284",".236",".316",".467",".336","113","89.0","0.4","41.8","-55.8","8.2","4467"
"Rafael Devers","Red Sox","392","1680","74","254","254","16","7.0%","21.7%",".219",".321",".279",".332",".498",".347","113","91.7","5.6","34.7","-6.7","8.2","17350"
"Gregor Blanco","- - -","892","2782","25","337","196","107","10.2%","19.9%",".101",".320",".257",".335",".357",".307","94","85.9","15.4","-4.4","-5.6","8.2","3123"
"Jonathan Villar","- - -","831","3209","80","394","283","218","8.8%","26.6%",".142",".340",".259",".327",".400",".316","95","89.0","23.7","5.9","-28.8","8.1","10071"
"Justin Morneau","- - -","678","2791","84","294","362","1","8.1%","16.3%",".172",".313",".283",".344",".455",".345","113","89.7","-13.2","29.7","-44.8","8.0","1737"
"Craig Gentry","- - -","591","1383","7","176","103","94","7.2%","17.7%",".078",".323",".264",".335",".341",".302","86","84.5","23.6","1.7","28.0","8.0","9571"
"Rhys Hoskins","Phillies","404","1762","91","247","255","10","15.3%","23.4%",".255",".267",".239",".366",".495",".365","127","89.6","0.9","60.3","-35.5","8.0","16472"
"Mark Canha","Athletics","504","1867","72","253","233","17","9.5%","22.5%",".197",".290",".249",".340",".445",".338","116","88.7","1.5","38.0","-21.4","8.0","11445"
"Lonnie Chisenhall","Indians","688","2360","64","261","296","20","6.4%","18.5%",".159",".307",".268",".320",".427",".323","102","86.0","8.1","13.6","-15.3","8.0","7571"
"Jorge Polanco","Twins","496","2097","49","254","245","33","7.6%","16.2%",".156",".314",".278",".335",".434",".329","104","86.6","3.6","15.0","-9.2","8.0","13152"
"Chris Denorfia","- - -","708","2148","38","256","177","52","7.6%","16.9%",".122",".313",".271",".327",".393",".317","103","88.5","-1.4","8.0","0.4","7.8","4400"
"Stephen Piscotty","- - -","612","2475","83","296","324","20","8.2%","21.3%",".179",".307",".262",".331",".441",".332","110","88.3","-8.0","20.2","-26.3","7.7","13367"
"Pedro Alvarez","- - -","910","3321","162","365","472","15","9.5%","28.7%",".211",".288",".236",".310",".447",".326","107","92.2","-1.1","25.3","-55.2","7.7","2495"
"Brian Anderson","Marlins","366","1514","42","182","177","7","9.1%","22.3%",".166",".325",".266",".349",".431",".337","113","89.6","0.1","25.3","4.4","7.7","18289"
"Steve Pearce","- - -","646","2177","83","252","266","8","9.6%","19.8%",".192",".288",".257",".337",".448",".341","114","88.3","1.2","35.5","-36.0","7.7","9957"
"Michael Cuddyer","- - -","693","2806","90","366","365","41","7.9%","17.2%",".179",".321",".286",".345",".466",".352","115","87.6","-0.6","47.3","-65.9","7.7","1534"
"Mark Trumbo","- - -","1097","4419","218","532","629","23","6.8%","24.8%",".210",".287",".249",".302",".459",".326","106","91.7","-14.8","14.2","-89.1","7.6","6876"
"Matt Duffy","- - -","452","1771","22","194","169","32","6.8%","16.1%",".098",".329",".282",".338",".380",".316","101","87.3","-3.8","-2.3","17.4","7.6","13836"
"Juan Lagares","Mets","718","2119","25","227","179","44","5.0%","20.6%",".107",".313",".254",".297",".361",".286","82","88.7","7.5","-40.3","45.0","7.6","5384"
"Derek Jeter","Yankees","609","2793","36","349","243","53","7.1%","13.4%",".091",".319",".283",".340",".374",".318","97","","-2.2","-12.3","-9.3","7.5","826"
"Mark Ellis","- - -","565","2157","25","223","181","34","6.6%","14.5%",".088",".295",".258",".318",".347",".297","84","","10.0","-28.2","31.1","7.5","1443"
"Corey Hart","- - -","527","2099","95","282","278","21","7.5%","23.0%",".218",".311",".268",".331",".486",".353","120","81.1","-2.9","48.2","-41.2","7.4","1945"
"Rajai Davis","- - -","1115","3713","55","509","311","322","5.6%","18.9%",".120",".307",".258",".304",".377",".299","85","86.1","52.0","-15.6","-39.5","7.3","3708"
"Derek Dietrich","- - -","746","2513","84","318","255","7","7.2%","22.9%",".183",".292",".245",".335",".428",".330","108","86.5","1.4","25.6","-33.3","7.3","10542"
"Ben Revere","- - -","857","3343","7","400","198","211","4.5%","9.2%",".058",".312",".284",".319",".343",".293","82","83.2","36.1","-36.2","-2.7","7.3","4712"
"Ramon Laureano","Athletics","225","879","35","133","111","22","7.6%","26.3%",".204",".335",".270",".343",".475",".346","121","89.3","9.6","32.9","10.2","7.3","17128"
"Franklin Gutierrez","- - -","517","1822","57","191","206","45","7.1%","23.2%",".155",".295",".247",".303",".402",".307","96","91.1","3.9","-5.5","12.5","7.2","3255"
"Wilmer Flores","- - -","725","2509","89","275","322","4","5.3%","13.1%",".171",".277",".268",".310",".439",".320","103","86.9","-13.4","-2.7","-6.8","7.2","5827"
"Mitch Moreland","- - -","1179","4284","176","499","588","11","8.6%","21.4%",".196",".284",".252",".320",".448",".328","101","90.4","-15.6","-12.3","-60.9","7.2","3086"
"Victor Martinez","- - -","1096","4480","135","469","619","5","8.0%","10.3%",".155",".299",".292",".350",".447",".342","114","88.6","-55.8","14.5","-97.5","7.2","393"
"Gregory Polanco","Pirates","716","2838","85","361","326","84","8.8%","20.8%",".170",".286",".246",".313",".416",".312","95","89.2","12.6","-3.7","-19.2","7.2","12907"
"Lucas Duda","- - -","958","3581","156","387","470","6","11.0%","24.5%",".209",".280",".239",".334",".448",".338","116","90.6","-11.9","52.7","-99.2","7.1","2502"
"Placido Polanco","- - -","462","1869","14","183","144","10","6.2%","7.9%",".068",".292",".277",".326",".344",".300","85","","-4.2","-37.1","47.6","7.0","1176"
"David Fletcher","Angels","283","1190","10","149","92","13","7.6%","10.3%",".095",".320",".292",".346",".386",".319","101","84.0","0.5","2.6","26.3","7.0","17992"
"Cliff Pennington","- - -","875","2796","32","283","212","73","8.4%","19.8%",".095",".293",".239",".305",".334",".285","77","86.0","10.7","-66.0","39.2","6.9","3395"
"Rougned Odor","Rangers","858","3434","146","429","458","62","5.6%","23.3%",".201",".270",".237",".289",".439",".309","85","89.6","8.9","-53.3","2.7","6.9","12282"
"Michael Saunders","- - -","729","2618","81","311","259","51","9.5%","25.6%",".170",".289",".233",".307",".403",".310","96","88.8","15.5","2.7","-25.6","6.9","9981"
"Dustin Ackley","- - -","635","2347","46","261","216","31","8.3%","17.9%",".126",".279",".241",".304",".367",".296","90","89.7","11.6","-16.7","4.5","6.9","10099"
"Miguel Rojas","- - -","683","2036","24","209","185","24","6.4%","12.4%",".093",".294",".266",".319",".358",".295","85","85.7","-9.1","-45.9","51.0","6.9","7802"
"Chipper Jones","Braves","333","1341","42","161","178","8","12.6%","13.3%",".177",".292",".276",".365",".453",".354","122","","-7.5","27.6","-2.7","6.9","97"
"Avisail Garcia","- - -","816","3234","98","385","389","37","6.2%","23.4%",".151",".331",".271",".324",".422",".321","102","89.5","-10.6","-1.9","-39.9","6.8","5760"
"Hank Conger","- - -","373","1134","31","94","114","0","8.6%","23.5%",".145",".268",".221",".294",".366",".292","86","88.5","-9.0","-27.2","52.2","6.7","2505"
"Ian Happ","Cubs","372","1262","62","170","170","19","12.2%","31.5%",".233",".327",".248",".344",".481",".348","116","89.7","-0.6","24.5","-0.4","6.7","17919"
"Jake Lamb","- - -","609","2315","84","290","312","18","11.2%","25.3%",".196",".292",".239",".329",".435",".326","98","89.7","8.0","3.0","-12.6","6.6","13329"
"Sean Rodriguez","- - -","1032","2697","76","322","284","39","7.7%","26.4%",".155",".290",".227",".304",".383",".302","90","88.4","4.2","-27.4","2.0","6.6","6589"
"Fernando Tatis Jr.","Padres","143","629","39","111","98","27","9.1%","27.2%",".281",".366",".301",".374",".582",".396","149","92.7","4.4","44.8","1.1","6.5","19709"
"Harrison Bader","Cardinals","348","1050","31","146","97","31","9.0%","29.1%",".165",".313",".234",".322",".399",".311","95","87.4","10.7","2.9","26.9","6.5","18030"
"Daniel Nava","- - -","589","1977","29","224","206","10","9.9%","19.6%",".114",".325",".266",".357",".380",".329","104","87.7","3.6","11.9","-16.0","6.5","5450"
"Scott Rolen","Reds","290","1136","33","123","158","4","7.9%","15.8%",".181",".286",".263",".327",".443",".335","106","","-0.1","8.5","18.7","6.4","970"
"Adam Frazier","Pirates","510","1804","35","230","172","20","7.4%","13.6%",".140",".303",".273",".336",".413",".323","100","86.6","3.6","2.8","0.2","6.4","15223"
"Austin Barnes","Dodgers","347","920","18","116","89","15","12.7%","22.3%",".126",".289",".230",".344",".356",".310","94","87.8","-0.4","-7.2","40.1","6.3","12158"
"Alberto Callaspo","- - -","785","2885","41","279","267","17","9.2%","9.7%",".093",".272",".256",".324",".349",".300","90","84.1","-17.7","-51.3","15.5","6.2","3336"
"Jake Marisnick","- - -","701","1884","56","247","183","73","5.4%","29.8%",".155",".303",".229",".281",".385",".287","81","86.7","13.1","-28.6","26.9","6.2","11339"
"Lance Berkman","- - -","372","1459","53","177","193","7","15.1%","17.1%",".189",".298",".269",".381",".457",".365","129","","-2.0","48.0","-34.7","6.2","548"
"Yuli Gurriel","Astros","512","2116","71","264","301","14","4.7%","10.8%",".182",".291",".287",".324",".468",".334","113","89.4","-5.4","28.1","-39.2","6.1","19198"
"Cody Ross","- - -","590","2153","60","246","254","19","7.9%","20.7%",".155",".306",".260",".322",".415",".322","100","89.4","2.0","2.4","-11.8","6.0","1760"
"Brock Holt","- - -","676","2401","23","295","211","36","8.7%","19.1%",".101",".329",".268",".337",".369",".312","92","86.4","6.8","-17.6","-4.7","6.0","9345"
"Jorge Soler","- - -","512","1985","94","233","273","10","10.1%","27.9%",".222",".312",".252",".335",".475",".344","114","91.4","-0.7","35.0","-43.6","5.9","14221"
"Paul Konerko","White Sox","649","2612","113","280","367","1","10.0%","15.6%",".192",".298",".283",".359",".475",".361","124","","-31.9","43.9","-74.2","5.9","242"
"Aledmys Diaz","- - -","406","1519","54","201","186","13","6.8%","13.4%",".187",".284",".273",".327",".460",".333","109","88.3","-7.5","9.5","-1.5","5.9","15937"
"Dansby Swanson","Braves","505","2038","50","256","227","31","9.3%","23.1%",".147",".307",".249",".321",".396",".305","86","88.4","14.0","-23.3","17.6","5.8","18314"
"Gleyber Torres","Yankees","309","1248","65","167","183","12","9.0%","22.4%",".222",".304",".271",".340",".493",".351","121","88.9","-1.8","30.9","-13.9","5.8","16997"
"Adalberto Mondesi","Royals","308","1176","32","158","137","113","4.3%","29.7%",".164",".336",".251",".284",".415",".296","82","89.4","18.5","-8.3","23.8","5.8","13769"
"Brandon Lowe","Rays","181","699","37","94","113","10","9.4%","29.9%",".251",".332",".262",".342",".513",".360","131","90.5","8.5","35.2","1.5","5.8","18882"
"Steven Souza Jr.","- - -","482","1840","71","221","203","42","10.7%","31.5%",".184",".313",".232",".322",".416",".321","103","89.0","11.4","17.6","-22.5","5.8","5667"
"Luke Voit","- - -","283","1029","62","161","168","0","10.9%","26.2%",".254",".323",".274",".363",".527",".376","138","90.3","-2.7","45.4","-21.3","5.7","14811"
"Adam Duvall","- - -","598","2170","113","276","329","13","6.8%","27.2%",".235",".268",".233",".293",".468",".321","96","88.4","6.8","-3.9","-7.6","5.7","10950"
"Willy Adames","Rays","291","1112","38","141","109","12","8.7%","29.0%",".164",".348",".262",".329",".426",".323","106","88.0","5.3","12.9","7.5","5.6","15986"
"Austin Hedges","- - -","412","1351","49","115","146","9","6.3%","28.8%",".158",".243",".198",".255",".356",".261","60","87.2","-2.7","-70.3","82.3","5.6","12976"
"Joey Wendle","- - -","300","1110","16","132","113","34","6.1%","17.7%",".125",".325",".277",".332",".402",".316","101","88.4","5.6","6.8","12.4","5.6","13853"
"Carlos Quentin","- - -","467","1825","83","221","272","3","9.2%","16.2%",".228",".255",".249",".346",".478",".359","126","","-3.9","51.6","-58.3","5.5","6274"
"David Murphy","- - -","808","2761","69","294","325","38","8.1%","13.6%",".146",".295",".272",".332",".419",".328","102","88.3","-6.7","-1.2","-37.4","5.5","6035"
"Zack Greinke","- - -","334","579","8","48","33","9","4.5%","18.7%",".106",".270",".226",".265",".331",".261","59","88.1","1.1","-27.6","62.6","5.5","1943"
"Justin Smoak","- - -","1286","4750","196","505","570","3","11.6%","23.6%",".190",".264",".229",".322",".419",".322","103","90.2","-38.9","-19.7","-87.8","5.5","9054"
"Nick Ahmed","Diamondbacks","670","2426","60","277","260","29","6.9%","18.8%",".150",".272",".239",".293",".389",".292","76","86.9","5.5","-64.0","41.5","5.5","12147"
"Brandon Guyer","- - -","518","1487","32","184","137","22","6.1%","18.1%",".138",".292",".250",".339",".388",".323","104","86.5","2.7","9.4","-7.6","5.4","2636"
"Yonder Alonso","- - -","1072","3773","100","391","426","22","9.7%","17.2%",".144",".292",".259",".332",".404",".319","102","88.3","-19.4","-10.3","-60.4","5.4","2530"
"Billy Butler","- - -","1039","4176","107","432","528","4","9.1%","15.0%",".148",".320",".289",".357",".437",".345","117","89.7","-64.2","17.9","-105.6","5.4","7399"
"Nick Punto","- - -","427","1204","7","120","85","19","11.3%","19.6%",".080",".300",".239",".325",".319",".292","83","","3.1","-19.7","31.6","5.3","1429"
